id,house,course,sex,wandCore,bloodStatus,result,Defence against the dark arts exam,Flying exam,Astronomy exam,Herbology exam,Divinations exam,Charms exam,History of magic exam,Arithmancy exam,Care of magical creatures exam,Muggle studies exam,Study of ancient runes exam,Transfiguration exam,Potions exam,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40
372,Hufflepuff,4,female,phoenix feather,half-blood,49,50,49,36,56,50,43,39,49,29,48,42,38,28,-3,1,1,10,-10,20,0,1,-5,-1,1,-20,-3,0,-10,5,1,1,-3,5,5,0,-10,10,3,20,20,-5,1,-20,0,20,-10,-5,0,-5,5,-1,20,10
373,Hufflepuff,1,female,phoenix feather,half-blood,27,24,35,40,38,46,44,43,51,49,45,29,13,66,0,5,5,10,-5,-5,5,-1,1,0,5,-5,0,5,1,10,5,10,1,-5,-3,5,-20,1,10,5,-20,-1,0,-10,5,-3,5,-10,0,10,3,3,0,5
374,Hufflepuff,2,female,phoenix feather,half-blood,34,53,30,46,60,44,42,49,34,23,24,51,49,32,-5,5,0,-1,-1,3,-10,0,5,-10,-20,10,-20,3,5,10,-5,0,5,0,5,20,-3,1,1,5,1,20,-1,-5,5,0,-5,20,-10,3,1,-3,0,5
375,Hufflepuff,4,male,dragon heartstring,half-blood,-38,48,45,16,33,28,59,45,24,38,36,47,35,9,0,1,-5,0,3,-20,10,-20,1,10,5,1,3,3,-5,10,-3,5,5,20,5,-20,0,0,-3,0,-10,0,-20,5,0,0,5,0,-10,1,5,-20,-3,3
376,Ravenclaw,7,female,phoenix feather,half-blood,159,56,64,71,59,68,57,65,60,68,60,53,34,69,0,5,5,5,-5,10,5,10,10,5,5,5,10,5,10,3,3,3,3,0,-10,5,1,5,10,10,3,-10,0,1,3,20,1,3,5,-5,10,0,10,0
377,Ravenclaw,5,female,dragon heartstring,half-blood,213,68,64,66,78,88,59,70,68,64,71,74,35,19,0,-1,10,0,0,10,5,-1,10,-3,-20,10,5,20,0,3,10,-5,5,3,20,20,-5,0,5,20,0,3,10,3,5,5,5,10,10,1,5,5,10,20
378,Gryffindor,7,male,dragon heartstring,half-blood,135,52,69,52,56,60,64,59,44,46,52,55,45,4,5,10,5,0,-10,1,10,0,1,1,1,3,0,20,-10,20,10,10,-1,20,-20,10,-3,-5,10,0,1,0,20,3,-1,-5,5,10,0,1,-5,-1,-1,20
379,Ravenclaw,5,female,dragon heartstring,muggle-born,156,66,65,81,58,55,59,61,68,64,49,73,86,14,0,3,20,1,10,10,10,1,1,5,10,20,-5,5,0,-3,20,0,0,5,0,5,10,20,5,1,-10,3,-5,1,5,-5,3,0,-20,20,0,5,0,5
380,Slytherin,2,female,unicorn hair,half-blood,129,58,43,53,57,64,65,48,56,61,65,46,55,87,3,-5,1,-10,5,5,3,0,3,3,-10,-10,20,1,1,5,0,3,0,0,20,5,5,10,5,5,1,10,0,-5,20,1,3,20,0,1,10,5,-10,5
381,Hufflepuff,5,male,phoenix feather,muggle-born,3,43,35,43,19,33,45,33,27,47,48,51,58,39,20,0,-20,5,-10,10,0,-1,3,-20,10,-1,5,-3,-5,3,-20,3,1,5,-20,5,3,10,0,20,1,0,-1,-10,10,-1,-5,-10,-1,0,-3,20,5,-5
382,Gryffindor,3,female,phoenix feather,half-blood,-79,43,20,33,48,0,46,23,38,30,47,22,44,44,-5,0,0,10,-10,10,-5,5,5,-10,-3,-3,0,-20,3,3,-3,1,10,10,-5,20,-20,3,-20,10,-20,1,-10,-5,-5,3,1,-5,-10,0,-5,0,-10,0
383,Ravenclaw,7,male,unicorn hair,half-blood,115,49,62,57,48,53,66,37,51,56,44,53,80,52,20,10,3,5,-10,-10,-1,0,5,3,-1,10,-5,10,-3,5,0,5,10,1,0,-20,1,-1,5,1,20,3,0,5,-1,10,3,1,10,0,10,0,1,10
384,Slytherin,5,male,phoenix feather,half-blood,-109,36,21,21,36,19,16,24,28,38,26,7,0,77,-5,0,0,-20,-3,-10,-10,-10,-5,0,-10,-3,-5,-5,-5,0,20,5,-3,-1,-10,0,-5,-10,0,0,-5,1,3,-1,0,-1,-20,3,0,0,0,10,1,-5
385,Slytherin,7,male,unicorn hair,half-blood,-30,41,55,47,43,42,42,44,32,45,40,38,64,79,-1,-5,0,5,20,-3,-10,3,-1,-1,0,0,0,-1,-5,0,0,5,-20,-5,-3,-5,-1,-10,10,-10,3,5,1,-1,-5,10,0,10,5,-10,-10,0,0,0
386,Hufflepuff,6,female,unicorn hair,muggle-born,92,65,54,50,56,49,43,49,40,61,32,46,19,1,1,-10,-5,-5,10,-10,3,0,5,20,10,20,0,-5,1,10,20,-1,-1,-10,0,0,10,0,-20,0,10,-3,-10,20,10,0,5,0,10,5,3,1,3,-5
387,Gryffindor,7,female,phoenix feather,half-blood,125,47,43,50,65,65,66,65,43,68,68,61,55,23,-5,10,20,10,1,10,-3,-5,10,5,-10,10,-5,-1,20,1,5,3,1,5,-10,-5,-5,5,20,1,10,20,0,0,-3,5,0,0,1,10,-20,1,3,10
388,Slytherin,7,male,dragon heartstring,half-blood,-114,28,15,20,38,20,11,30,17,24,14,8,21,82,-20,-1,-1,0,10,10,-5,-5,20,1,1,10,0,0,-1,-10,-20,0,-1,-20,3,0,-5,0,-1,-10,-3,-5,-20,-20,-3,0,3,-20,0,0,0,3,-1,-3
389,Hufflepuff,7,female,dragon heartstring,half-blood,54,28,35,48,41,49,44,37,41,53,36,55,23,37,0,0,1,-10,3,-5,5,-20,-5,5,-1,10,0,0,-5,-1,5,5,1,10,-10,-5,-1,1,-3,-10,1,10,20,20,3,1,0,-1,10,0,5,5,0,10
390,Slytherin,5,male,dragon heartstring,half-blood,-115,31,27,27,9,24,26,27,11,21,27,21,32,77,-5,0,-10,-1,-10,-5,-5,-1,-1,-1,0,0,-10,3,10,-3,3,0,-1,5,-10,5,-5,-5,5,-10,-5,-5,-20,-5,-20,-3,-20,0,-1,20,3,-1,-1,-5
391,Slytherin,2,female,dragon heartstring,half-blood,155,66,53,77,59,55,82,69,62,66,70,46,90,86,10,1,0,1,10,10,5,10,1,10,-1,3,1,-20,10,20,10,10,10,-20,-10,0,1,5,-5,0,-3,20,20,-5,1,0,10,20,1,0,0,-1,20,0
392,Ravenclaw,3,male,phoenix feather,half-blood,106,49,49,47,38,59,76,49,46,57,46,52,62,52,3,-5,5,3,0,5,1,5,10,3,5,-5,10,5,1,-20,20,-1,20,5,1,-1,1,0,20,0,-1,-10,-3,5,3,10,1,-1,0,0,0,5,5,1
393,Gryffindor,2,female,unicorn hair,half-blood,47,59,42,33,40,47,24,33,45,56,53,50,22,36,3,1,10,3,3,1,0,-5,-1,1,10,5,-3,0,-1,1,0,0,10,-20,1,10,0,5,0,10,3,-10,-5,0,-10,0,5,10,-5,10,-10,10,10,-5
394,Gryffindor,6,female,phoenix feather,pure-blood,26,58,32,54,48,52,51,33,44,55,50,50,58,12,-1,-5,-5,0,20,-5,3,5,0,5,20,0,-10,-10,3,1,3,5,5,-1,1,-10,5,-3,0,-1,1,0,-3,-10,0,0,0,-5,20,3,-1,0,-5,1
395,Hufflepuff,4,male,unicorn hair,half-blood,50,54,42,42,46,61,43,51,37,45,53,35,40,20,-5,-1,5,-10,5,3,-10,0,-5,10,1,3,-5,3,-1,-3,20,1,5,1,-20,20,0,3,5,1,-1,-5,10,5,20,5,5,5,0,-5,5,20,-20,-20
396,Gryffindor,5,female,phoenix feather,half-blood,13,54,35,32,41,49,26,21,26,51,56,32,54,46,1,-5,-10,-1,3,-1,3,3,1,10,0,-20,0,-5,-3,1,-10,10,-1,0,20,3,-20,0,1,-5,-5,20,10,0,0,5,20,-5,0,-10,1,3,0,-1
397,Hufflepuff,4,female,unicorn hair,pure-blood,19,30,33,56,41,43,30,40,30,34,28,55,36,13,1,0,-20,-1,10,5,-3,5,20,5,-20,-5,-10,5,-1,-1,0,0,-3,-1,-3,10,-10,0,-10,1,20,-3,-3,20,5,-3,1,10,-10,-10,3,0,10,5
398,Hufflepuff,3,female,dragon heartstring,muggle-born,-28,44,37,35,47,23,23,45,32,39,42,37,0,50,0,3,-10,1,3,-5,0,-20,-1,-5,-10,-3,10,10,5,5,5,-20,10,5,0,-5,0,-10,1,20,20,1,10,0,-10,-1,0,3,-20,0,-20,0,5,-5
399,Gryffindor,3,female,dragon heartstring,half-blood,42,53,41,43,56,57,49,48,37,49,46,22,40,38,20,-5,-20,3,-1,20,20,3,10,5,0,-3,-10,20,3,1,5,-1,-1,10,-3,-1,10,-10,-20,0,-1,1,1,0,0,0,3,-1,-1,-3,0,-10,1,-3
400,Hufflepuff,1,male,phoenix feather,half-blood,107,51,56,68,44,40,59,52,52,53,48,48,31,62,5,0,20,3,10,1,20,-20,3,-20,10,5,5,1,1,-1,1,1,-1,10,20,-1,3,1,3,0,10,10,0,0,1,20,5,-10,20,-10,-20,0,1,0
401,Slytherin,4,female,phoenix feather,half-blood,138,56,61,68,75,56,54,75,59,47,55,79,70,72,-5,20,-10,10,-3,0,-3,1,0,10,10,5,3,10,10,-10,3,-5,-5,5,3,3,5,0,0,1,5,3,10,3,3,3,20,-3,1,10,10,0,10,5
402,Ravenclaw,1,male,phoenix feather,half-blood,160,43,50,62,57,43,67,59,58,51,71,74,65,39,0,-3,-20,20,10,0,5,20,3,10,0,5,1,0,0,0,1,-20,3,1,10,10,20,10,3,20,0,3,1,-5,10,3,1,20,-5,5,1,20,0,-3
403,Gryffindor,3,female,unicorn hair,half-blood,116,71,70,59,65,53,59,58,40,56,59,50,34,67,-1,5,10,-1,5,20,-3,5,-1,1,10,20,10,1,-5,-5,0,-5,10,5,-5,10,-10,0,0,0,5,-1,-5,10,20,10,-5,-5,3,20,3,-20,5,0
404,Slytherin,1,female,dragon heartstring,half-blood,83,57,62,35,55,40,61,49,40,54,42,60,65,60,20,-20,3,3,3,10,1,-5,3,-5,0,-1,1,-5,10,5,0,3,0,20,0,3,20,-5,0,3,3,-5,5,3,-10,1,5,10,5,3,1,-5,5,-5
405,Hufflepuff,5,female,phoenix feather,half-blood,13,29,47,52,33,41,31,65,41,36,20,49,18,64,-3,-1,5,-10,1,-1,10,-1,0,10,-1,-1,5,5,1,1,-3,0,10,-1,0,-5,0,-1,0,-1,1,20,3,-10,3,-5,-5,0,1,5,0,0,-20,1
406,Slytherin,3,male,phoenix feather,pure-blood,-177,11,20,14,9,32,10,6,9,33,16,26,24,93,-5,0,-20,0,-5,-20,0,-3,0,0,-1,-3,-20,-10,20,-20,0,-3,-10,-10,5,10,-5,-5,-20,-20,0,-3,-20,0,-20,-3,-10,20,10,0,0,-5,-1,0
407,Hufflepuff,6,female,unicorn hair,pure-blood,89,30,44,47,63,42,52,46,52,64,36,56,69,69,10,0,0,5,1,20,20,-5,10,10,5,20,0,0,-3,5,1,-5,-10,0,0,5,-3,5,-20,1,-1,10,-1,0,-5,5,5,1,-5,0,10,3,5,-10
408,Slytherin,7,female,unicorn hair,half-blood,204,89,59,59,71,75,76,77,54,62,70,53,69,76,1,-10,20,20,1,3,0,10,5,20,10,10,-5,0,20,-10,5,0,0,20,10,1,10,0,0,10,-5,-5,-5,0,10,3,20,10,10,1,10,0,1,3
409,Hufflepuff,5,female,dragon heartstring,half-blood,157,63,65,71,49,60,68,58,82,71,69,55,100,41,-1,10,20,10,-5,0,5,-10,-10,-5,0,5,5,20,20,-1,-5,5,1,-5,0,-1,1,0,3,20,10,20,1,1,5,10,0,5,3,10,0,10,5,-5
410,Hufflepuff,6,male,dragon heartstring,half-blood,-7,47,34,21,31,34,30,44,37,22,25,30,50,30,20,-10,0,10,3,-1,0,0,-5,-10,5,-20,-3,5,0,-1,-5,0,0,3,5,10,-10,-10,5,0,10,1,5,-20,3,1,5,0,-20,1,-5,20,1,0
411,Hufflepuff,1,female,unicorn hair,half-blood,-32,40,37,38,36,31,15,50,30,30,18,32,25,29,-1,3,20,5,3,-10,10,1,-20,0,5,-1,0,3,3,5,-20,-10,0,3,-3,0,-10,-10,1,-20,-10,10,-5,0,-1,3,-1,-5,0,5,10,10,0,-5
412,Slytherin,7,female,unicorn hair,half-blood,58,46,48,41,56,54,56,43,58,42,60,46,80,84,0,5,-20,10,10,1,10,5,0,20,10,5,-10,10,-20,-3,3,-1,1,1,1,1,-1,-5,10,1,1,-10,10,-1,-1,-10,0,5,1,3,5,1,5,5
413,Hufflepuff,6,female,unicorn hair,muggle-born,13,29,32,23,46,50,46,44,44,44,43,41,31,13,-10,-5,10,-1,-5,-3,10,0,-1,1,-1,5,0,-10,1,10,0,1,-1,1,-5,0,-5,-10,0,0,3,5,10,1,1,1,5,5,3,5,0,0,-5,-3
414,Gryffindor,3,male,unicorn hair,half-blood,-23,45,35,49,44,28,53,39,46,31,41,35,64,30,3,0,1,-5,3,0,10,0,10,-20,20,1,-5,5,-10,-20,0,0,0,-1,1,-20,-10,0,-20,1,0,20,5,-10,20,3,-20,-5,3,10,5,0,-1,3
415,Gryffindor,5,male,phoenix feather,muggle-born,45,50,45,32,50,18,48,40,34,42,55,47,36,2,10,5,3,-10,5,-20,5,5,0,0,0,5,-1,5,10,3,3,20,10,10,0,-5,5,10,20,-10,-5,-20,5,0,-1,5,-10,3,1,-1,-20,0,10,-10
416,Slytherin,5,female,dragon heartstring,half-blood,203,76,56,71,51,63,72,82,72,69,67,75,61,88,1,10,0,10,20,5,10,0,0,3,1,5,5,5,10,5,20,0,3,1,5,3,1,20,0,20,5,1,10,5,10,-5,-5,-5,5,5,5,1,5,3
417,Gryffindor,2,female,unicorn hair,pure-blood,74,47,39,51,44,50,36,35,65,55,63,37,32,44,-10,-3,3,1,5,5,3,-1,-5,-1,-5,10,-5,3,10,5,-5,-3,-3,-5,0,-3,1,3,-20,10,-3,3,3,-1,3,10,20,10,0,-5,5,20,-1,20
418,Ravenclaw,3,female,phoenix feather,half-blood,173,62,43,68,63,57,67,74,65,61,69,65,55,28,1,10,10,10,-3,-10,0,0,5,3,20,5,0,5,5,1,5,5,1,5,3,20,1,10,0,-10,-3,0,5,20,5,10,10,0,-20,20,10,20,-5,-1
419,Hufflepuff,2,male,unicorn hair,half-blood,57,64,44,56,40,42,52,62,52,40,64,39,20,59,3,10,3,10,-3,0,3,-1,5,0,0,-1,20,5,1,0,-5,0,-5,-5,-5,0,3,20,-5,-5,10,1,-1,-1,20,0,0,5,20,1,-5,-1,-20,-20
420,Gryffindor,7,female,phoenix feather,half-blood,-67,53,42,12,38,33,18,35,31,28,33,29,14,55,-1,-5,-3,-10,20,5,-10,-1,3,1,5,-10,10,-5,10,1,-20,-5,0,0,-1,10,0,-1,-5,0,0,-3,0,0,0,-3,-5,0,10,-20,-20,3,3,-20
421,Ravenclaw,5,female,unicorn hair,half-blood,145,47,39,46,51,53,54,47,45,74,86,68,63,66,-1,3,10,10,0,5,5,0,3,-3,5,20,20,5,5,0,0,3,-5,-5,20,20,20,-10,3,1,-5,10,5,-5,0,0,-10,5,1,-5,10,0,0,5
422,Gryffindor,7,male,unicorn hair,muggle-born,-75,11,17,31,38,33,41,15,32,19,45,39,51,12,0,0,-10,1,-20,0,-10,10,5,10,-20,-20,-10,10,0,10,3,-5,-5,0,-1,3,-1,1,-1,1,-5,-5,0,0,1,0,5,20,-20,-5,0,3,-20,0
423,Hufflepuff,5,male,unicorn hair,half-blood,80,39,53,57,51,57,58,41,59,51,53,49,49,23,-10,5,3,-10,5,3,-10,10,-10,3,5,10,0,0,20,0,10,1,-10,0,10,5,0,1,0,3,-10,-1,10,0,1,20,10,1,-5,0,0,0,20,-10
424,Slytherin,5,female,unicorn hair,half-blood,108,54,45,56,45,54,60,63,57,50,36,60,44,100,-3,3,3,1,5,-5,10,-5,20,1,5,5,1,3,-3,-1,3,5,10,-10,0,20,0,5,-3,10,-10,0,3,1,1,10,5,0,3,-3,-3,10,10,1
425,Gryffindor,5,male,phoenix feather,half-blood,12,53,41,38,27,29,43,51,36,27,42,43,53,37,-5,-5,20,-3,-20,-20,5,-20,0,1,0,-20,0,0,-20,10,-5,10,10,5,20,3,5,5,1,-3,0,0,5,0,10,3,10,10,1,-5,0,3,1,0
426,Slytherin,1,male,dragon heartstring,pure-blood,-292,11,0,10,0,9,9,9,0,15,0,4,0,80,-5,0,-10,5,-5,0,0,-5,-1,-20,-10,3,-5,-5,-1,-20,-5,0,-20,-3,-20,0,-3,-5,-20,-5,-10,-1,-1,-5,-20,-20,0,-20,-5,-10,-20,-10,-5,-5
427,Slytherin,6,female,dragon heartstring,half-blood,93,41,62,76,48,50,61,64,46,48,57,52,70,88,-1,5,-5,0,0,20,10,1,10,10,1,0,10,-1,-20,5,5,-20,-5,5,5,5,5,3,0,5,3,0,3,20,1,10,-3,1,-20,3,1,1,20,0
428,Ravenclaw,5,female,dragon heartstring,half-blood,193,54,60,74,59,64,75,45,73,71,79,62,100,51,10,20,3,-10,1,5,-1,0,3,5,1,0,20,20,0,1,3,5,0,3,-3,10,1,-3,10,10,1,10,3,-3,20,10,5,0,10,0,3,10,5,5
429,Hufflepuff,5,female,phoenix feather,half-blood,74,43,57,41,41,59,55,41,53,49,57,36,52,8,20,5,1,-1,20,-1,-10,10,10,0,1,-1,-1,-5,5,0,-3,-1,-10,20,20,3,5,0,0,-1,-1,-10,0,-3,0,1,10,-5,0,0,-10,0,1,5
430,Hufflepuff,1,female,unicorn hair,half-blood,-87,38,39,21,30,35,31,16,22,33,17,40,29,42,1,0,-3,5,-3,3,-20,0,-5,-1,1,20,5,-10,-10,5,-10,5,-5,-20,5,-10,-3,-20,5,1,5,1,0,-20,3,10,3,5,-10,-20,0,-10,10,0
431,Hufflepuff,7,female,phoenix feather,half-blood,-5,38,58,32,52,35,41,21,44,60,41,29,50,10,5,-5,0,-5,10,10,1,10,0,-3,3,0,-10,-20,-5,-1,5,-3,0,5,-10,-20,20,1,-20,0,0,-10,-3,20,-1,0,1,10,-3,20,-5,5,-10,3
432,Slytherin,6,female,phoenix feather,half-blood,160,45,75,53,73,45,51,44,58,62,78,63,45,73,-10,10,0,-1,5,5,3,5,-10,10,-5,5,20,10,3,10,5,5,0,20,5,10,0,0,-3,3,-1,5,-1,-1,0,20,-1,10,0,20,1,0,0,3
433,Gryffindor,3,female,phoenix feather,half-blood,69,39,62,43,31,39,36,33,36,55,55,49,35,12,20,5,0,1,20,-1,-1,0,0,-1,1,5,-20,10,1,-10,1,5,3,-3,0,-3,10,3,1,0,3,10,-10,0,20,1,3,-20,0,10,10,5,-5,-5
434,Hufflepuff,2,female,unicorn hair,pure-blood,104,66,54,49,65,61,36,48,40,65,51,43,39,48,-1,10,-20,5,3,5,5,-20,5,-3,10,3,-10,5,5,0,20,0,5,-5,5,20,1,10,-3,10,20,0,5,3,-10,0,-3,20,0,20,-20,10,-5,-1
435,Slytherin,7,female,dragon heartstring,half-blood,112,68,44,57,50,56,52,37,63,71,46,43,35,75,5,1,-1,10,-5,3,0,5,5,3,1,0,-10,0,20,20,-10,1,20,3,5,-5,0,3,-5,0,-1,3,3,20,-3,5,5,1,1,0,5,3,1,0
436,Slytherin,4,male,phoenix feather,half-blood,-95,27,18,30,18,29,47,17,28,28,33,27,39,92,-10,-5,-5,0,-5,0,-5,0,-3,-5,-1,0,3,-1,-5,0,0,0,-5,0,10,0,-5,-20,-10,-20,-10,0,20,0,-1,-20,-1,5,-5,20,0,10,-1,-20
437,Gryffindor,5,female,unicorn hair,pure-blood,52,35,27,63,54,57,24,59,51,53,61,50,48,68,-3,0,5,20,-10,1,10,-1,-20,1,3,10,-3,5,0,-5,10,0,-5,5,5,20,-1,3,1,20,0,0,-1,3,-5,0,-1,3,-3,0,10,0,-5,-20
438,Slytherin,2,male,dragon heartstring,half-blood,-150,17,16,18,27,32,16,14,24,20,17,2,31,86,-10,-3,0,-3,-20,0,-5,-10,20,-5,0,-3,-1,5,-5,-20,-10,-10,0,-5,0,-10,-10,-1,-20,0,20,10,-10,0,-10,0,0,-10,-5,0,-3,-1,-10,-5
439,Gryffindor,6,male,phoenix feather,half-blood,86,45,38,52,53,44,67,76,50,41,42,46,93,30,5,-5,0,20,5,-5,-1,3,0,-5,10,0,5,-1,0,0,5,20,1,1,20,10,-5,0,-5,10,3,-5,-5,-5,1,-20,20,-5,3,-10,-20,1,20,20
440,Gryffindor,1,female,unicorn hair,half-blood,108,62,73,74,47,35,59,52,60,47,41,45,64,18,10,20,-5,5,0,-5,-10,1,-5,5,20,5,5,5,1,0,0,3,10,0,-3,20,-3,20,-5,5,5,0,1,0,5,3,-5,-3,0,10,-1,-10,5,-1
441,Ravenclaw,5,male,phoenix feather,half-blood,75,59,54,44,47,53,48,45,51,47,62,29,77,21,5,0,5,1,5,-3,10,0,-20,10,5,3,0,10,0,5,0,-1,0,10,5,1,10,10,-5,3,-5,10,3,10,5,5,1,-1,0,-5,3,-5,-20,5
442,Slytherin,2,male,unicorn hair,half-blood,-180,19,16,19,8,23,21,14,8,5,12,8,23,88,-20,-5,-10,-1,10,0,-20,-10,-3,0,-20,3,1,5,-5,-1,0,-3,0,-5,-5,-20,0,-20,0,-5,-3,0,0,-5,0,0,-3,-20,0,-5,-5,-10,5,0
443,Slytherin,5,male,dragon heartstring,half-blood,-119,29,19,35,3,25,34,31,32,30,27,44,25,92,-5,-10,-10,-1,0,-5,-5,5,0,5,-20,-5,1,-3,-10,-5,-10,-5,-3,-5,0,1,-10,-20,-5,-20,5,0,10,-1,0,0,0,-5,5,-10,-3,5,20,0
444,Ravenclaw,1,female,dragon heartstring,half-blood,161,52,52,54,51,51,60,67,46,50,48,54,65,12,0,0,-20,20,20,20,5,1,1,-1,5,3,5,20,1,10,1,-20,0,0,1,20,10,5,5,1,1,20,-20,1,5,10,3,3,5,10,5,0,5,0
445,Hufflepuff,7,female,phoenix feather,half-blood,44,43,41,26,40,65,27,36,36,56,43,62,27,3,-10,3,-20,-5,-5,-10,0,10,20,-1,-20,0,-5,5,10,20,0,20,5,3,0,20,10,0,-20,0,-5,5,-1,0,20,0,-10,1,0,20,-1,0,5,-20
446,Hufflepuff,2,male,unicorn hair,half-blood,-82,23,14,43,43,29,40,28,38,27,6,24,48,43,-1,10,5,-5,0,3,5,-10,-50,5,0,-1,0,-10,3,-10,5,0,5,-5,0,-10,-1,3,20,0,-1,-5,3,-1,10,-10,-20,0,5,1,0,-20,-10,5
447,Ravenclaw,7,female,dragon heartstring,half-blood,176,52,56,74,66,62,67,63,66,82,63,70,85,57,-5,3,5,1,3,5,5,5,5,0,3,3,0,10,-5,5,0,10,1,20,20,1,-5,20,0,0,1,10,1,10,10,3,0,10,10,-1,3,1,3,5
448,Hufflepuff,5,female,phoenix feather,half-blood,64,61,55,38,48,57,50,45,48,58,50,54,45,2,5,-1,10,10,-1,5,3,3,5,1,-10,0,-10,-1,10,5,3,10,3,0,0,20,10,10,1,1,10,3,-5,5,5,5,-20,-5,-10,-5,-20,5,5,-1
449,Hufflepuff,5,female,unicorn hair,half-blood,123,36,58,51,59,79,32,58,35,50,53,67,7,59,10,0,0,3,3,10,3,10,3,-5,-5,5,0,10,-1,0,5,5,20,5,0,-20,0,5,-20,20,10,1,20,5,1,-3,5,0,5,0,-1,-1,10,5
450,Hufflepuff,2,female,dragon heartstring,half-blood,135,49,51,65,51,55,79,58,55,41,69,58,76,28,1,0,5,-5,-1,10,5,20,0,5,-3,0,-3,10,0,3,5,-5,-3,-5,20,3,0,3,5,3,1,-5,-1,0,20,0,-5,1,10,10,10,10,10,1
451,Gryffindor,2,female,phoenix feather,half-blood,105,46,62,42,51,61,43,67,58,62,63,63,68,52,-5,-5,-1,10,-1,-3,1,1,0,0,-1,20,1,-20,5,-20,-1,5,0,-1,20,20,3,20,0,20,10,-10,1,3,-10,-1,20,1,-1,-20,20,-1,5,20
452,Hufflepuff,2,female,phoenix feather,half-blood,43,46,25,40,34,56,57,41,46,31,47,58,56,34,1,-20,0,-10,10,5,-5,-3,-10,3,10,5,0,5,10,10,-10,5,-3,10,0,20,1,-20,10,-5,0,1,0,0,-20,-3,3,-3,20,1,1,20,5,-1
453,Ravenclaw,2,female,dragon heartstring,pure-blood,172,66,64,70,53,64,44,64,71,67,75,61,50,60,3,20,5,5,3,10,5,0,0,1,0,10,-1,5,5,-5,5,-10,5,-20,0,0,5,-20,10,1,5,5,20,20,1,10,5,10,1,20,3,20,10,0
454,Ravenclaw,3,female,dragon heartstring,half-blood,160,42,67,64,53,59,56,60,71,66,78,68,43,69,1,10,-10,3,20,10,-10,5,3,0,3,10,5,3,1,1,-5,5,3,3,3,5,10,5,-3,5,1,5,10,20,1,-5,20,-10,5,1,1,10,10,5
455,Hufflepuff,6,male,dragon heartstring,pure-blood,118,44,60,41,57,41,48,65,45,55,65,55,49,39,1,-1,0,-5,-10,-10,20,5,0,20,5,10,10,0,10,1,10,-1,3,3,-1,20,5,3,1,-10,3,-1,1,10,0,5,5,10,-5,5,-10,3,0,3
456,Gryffindor,6,female,dragon heartstring,half-blood,112,77,49,43,46,56,54,56,63,64,64,58,63,54,0,-5,-5,5,-5,0,-1,5,5,5,0,-1,-1,-5,10,-3,-10,5,5,20,-5,-5,3,0,5,0,-1,10,0,0,10,20,1,10,0,-5,20,0,20,5
457,Hufflepuff,7,male,phoenix feather,half-blood,52,43,55,40,43,61,55,31,40,42,53,46,55,47,-20,0,-10,5,-5,10,5,0,-3,0,1,-5,0,0,-10,5,20,-3,0,20,1,1,0,-5,0,1,20,3,-1,0,0,3,10,20,0,-10,0,0,-1,0
458,Slytherin,2,male,unicorn hair,pure-blood,-154,29,20,16,35,35,40,13,33,19,19,36,32,77,1,0,-10,-1,0,-10,-5,-3,-1,-10,5,-5,0,0,10,0,-3,0,-3,-3,-1,-20,-5,-5,0,-5,-10,1,-20,-3,-1,-3,-5,-10,-5,-1,0,0,-3,-20
459,Ravenclaw,5,female,phoenix feather,pure-blood,164,70,75,74,82,66,49,67,61,59,58,64,58,27,1,3,5,0,-1,1,20,10,5,5,5,1,10,10,20,20,-5,-5,0,-1,5,5,3,1,1,3,1,10,1,0,3,-1,3,1,-1,-10,10,0,5,20
460,Hufflepuff,3,female,unicorn hair,muggle-born,142,60,61,56,65,71,66,62,54,84,75,71,75,30,10,-5,5,0,-10,3,0,10,10,20,0,10,-3,3,0,20,20,-10,10,10,10,-10,3,20,-5,10,-20,-3,0,1,1,-5,20,20,-1,3,-1,3,3,-10
461,Ravenclaw,3,female,phoenix feather,pure-blood,82,51,68,63,79,60,52,37,50,44,44,58,55,29,1,3,1,0,5,-3,1,10,0,5,-3,-10,0,3,0,10,0,-10,10,-5,1,3,0,-1,5,1,-1,-3,5,10,-5,0,5,5,10,20,-1,10,-5,5
462,Slytherin,2,male,unicorn hair,half-blood,-237,0,6,0,9,13,1,13,8,4,21,18,8,81,-3,5,-3,0,-3,-3,-20,-1,3,-5,-20,-5,-3,-20,-10,5,-1,-5,-10,-10,-5,-1,-10,0,-10,1,-10,0,-20,0,-20,-20,-5,-3,1,-20,5,-3,-3,-5
463,Hufflepuff,2,female,unicorn hair,half-blood,85,52,50,51,51,42,46,48,52,67,50,49,70,3,5,20,3,0,-20,5,-1,0,5,5,10,1,1,10,1,5,20,1,-5,-5,5,1,-20,5,3,-10,-5,3,-1,-1,-5,20,0,0,0,1,3,-5,10,20
464,Hufflepuff,1,male,unicorn hair,half-blood,99,60,50,46,53,43,61,58,66,48,69,57,73,4,-5,-3,5,3,-3,5,-1,5,10,20,20,1,-1,0,-10,-20,20,5,-3,20,1,-20,-5,10,-3,1,-1,10,1,5,-1,20,-5,0,1,5,10,0,5,-3
